Mean_R,Mean_G,Mean_B,Mean_H,Mean_V,Mean_S,Mean_Gray,Standar_Deviasi,Luas,Perimeter,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Class
99.77352128883774,85.2992750287687,72.57928653624856,11.272002301495972,99.79056386651324,51.02443037974683,88.19436133486766,54.58928279061063,7933.5,2053.304813027382,43.446591630591634,3.341010101010101,0.4820401311842708,0.2282135864034786,0.9926730074820848,Edible
114.16267968247158,110.42494457555604,91.14581992419366,19.004362440105844,114.828219981406,36.87184438246442,109.35807766573696,79.93933532899717,33489.0,1334.8468806743622,68.70731663524553,4.1414848729688485,0.4736524172833893,0.2763388299008888,0.99460408912344,Edible
86.75866873065016,77.09579463364292,58.220201238390096,14.37391640866873,86.76044891640866,58.78993808049536,77.83353973168215,52.085071714646176,1958.5,573.8548994064331,37.73502722323048,2.9173969406274307,0.5221337501488081,0.235532872070961,0.9930025086847476,Edible
80.39756524639373,71.17943800550321,55.914561271853024,12.9193696322855,80.39945523777759,52.57842074543484,72.23652686289225,52.309291361205545,2908.0,862.9747378826141,34.4722905027933,2.606145251396648,0.5648983559580416,0.26394504878857,0.9936720102314582,Edible
98.96350058062708,89.04701077163337,68.0217034397149,14.364193328795098,98.96744484042766,56.0236255155568,89.63446522244024,63.75841446334273,31867.5,706.1391705274582,51.52189039718451,3.058260432378079,0.540559765814699,0.257608054531657,0.9936352324694452,Edible
87.44633448480407,76.91950172720611,59.29261314072368,13.502931016434628,87.4467183083848,59.27314281726508,78.08465054607628,52.6165383647248,7022.5,1290.9230023622513,33.878461942717,2.786160988000351,0.51149947023161,0.2405327205889258,0.9938511487554904,Edible
80.1868237347295,71.37850494473531,53.27289121582315,14.589383362420012,80.18851076207098,59.82053519488075,71.97952297847586,48.87905006560962,722.5,259.6639940738678,39.55880546374564,2.84828453596186,0.5386935753482621,0.2278151944766839,0.9916664912695324,Edible
91.19023703231292,79.02008928571429,60.321614583333336,12.773198341836734,91.1924426020408,59.090401785714285,80.54411139455782,57.828543410770784,21637.0,853.3767582178116,49.44385083876482,3.3040923175552948,0.5213876083160875,0.2590295081904592,0.99257061634775,Edible
71.67421031040612,54.41553853867542,41.87955239527781,9.396189434340672,71.67849491772643,77.00558366379506,58.16327088746068,42.45038403567182,155.5,139.43859839439392,53.777418985457466,3.322134432611932,0.5577647648811431,0.2334513488586998,0.9850145050029984,Edible
96.60366034931252,84.65665180230397,67.7549795615013,13.04186176142698,96.60726495726496,53.945949461166855,86.2963768115942,58.89871501568952,15980.0,2071.204309344292,38.650083970890094,2.7409591341668222,0.5522105271435415,0.2407537591794039,0.9944017409079994,Edible
81.80782495401594,73.72070432250153,55.59739040465972,14.645922746781116,81.8111013182097,56.80033338442673,74.06901440833845,52.39760813996658,7269.5,1599.030648112297,53.33093400565832,3.261379164341116,0.5334124539283469,0.2589574431207601,0.9902437735681776,Edible
77.52122705611626,68.0871731685662,49.085288735074016,13.560655203029588,77.52305713095001,62.684248672742754,68.76317744478067,51.793720104523565,2963.0,671.3523730039597,44.02063769381962,3.190507388803961,0.5125561272238639,0.2884651164669733,0.9917674137698068,Edible
95.42510986221264,93.4741495526726,70.48672024090901,20.41392229984068,95.97892046150884,48.32830855962323,91.43097501619482,61.29712403337292,35905.0,790.1219253540039,51.86472325761306,3.2532878542794856,0.5099486961168481,0.2437514020690133,0.993062087862401,Edible
106.76780581283934,92.9311921111466,72.23069706164165,13.849449057809007,106.77391408495689,61.006906739061,94.7124321303098,58.78864333476248,32614.0,1137.8864241838455,47.78650739567884,3.055477612538582,0.5463470224423037,0.2141945106273026,0.9930418575798208,Edible
96.7633188225539,84.13129664179104,58.78565505804312,14.780809494195688,96.76502902155887,71.82988702321725,85.02992848258707,54.81231839220134,6376.5,2090.6429053545,47.07317708333333,3.5676041666666665,0.4388069864547718,0.219582233076337,0.9921105334949684,Edible
82.70690598434476,61.559085935527314,44.571858429425134,10.011909771904724,82.70795808433634,84.2028238363774,65.96494402828044,43.96002442095508,186.0,120.2253954410553,46.93102354880988,3.4810594850547494,0.4882799600468425,0.2309496721397974,0.9877866575276854,Edible
73.7599568746829,62.15480720446474,47.07483510908168,10.90328513444952,73.76073904955183,57.81720361914426,63.9136013867749,51.1753996221373,1942.0,761.0092276334763,34.756440479983006,2.459360730593608,0.6171836081870652,0.3211851104543319,0.99334698194536,Edible
95.36311026434863,86.86556322934032,65.59802333889021,15.379852345796618,95.36484877351752,56.77959037866159,86.98499642772089,58.86613602618839,11490.5,2049.731219887733,48.30736842105263,3.472775119617225,0.4782575242021403,0.2366592897934191,0.9929919881401192,Edible
93.17174879633772,76.04614696519245,58.44847273014286,11.311768265410825,93.17290641690126,68.91175774158752,79.17495856244574,50.837240985821936,1389.0,536.9015825986862,48.83472626289342,3.412245437714891,0.4884568738060189,0.2120038272134912,0.990480376794589,Edible
69.90803098247045,65.95083571137383,50.10061149612719,17.49523033020791,69.96051773338769,49.08055442315532,65.31013045250714,46.05864771190565,124.0,80.08326029777527,33.35339885339886,2.327027027027027,0.6415293786012384,0.2653723154858766,0.992102753914545,Edible
82.32232928361961,76.85027230833683,65.50320485965648,15.001382488479262,82.36726015919564,37.00605362379556,77.18554671135317,53.19985211763176,6036.5,974.2468158006668,41.49221380471381,2.8198653198653205,0.5678706225419557,0.2404594995592361,0.9926320039598489,Edible
97.09463492756788,85.61891242629395,67.37349858047608,13.823323869840577,97.09822013540074,57.3472919851496,87.0238407221373,54.07337727324371,36475.0,981.803164958954,45.55674776536824,3.0443087721863744,0.5060458273343871,0.2143168655949699,0.9921546693340036,Edible
98.12629658931084,94.19521360759494,76.38759229957806,18.719914732770743,98.28410689170182,41.11678094233474,93.3292238045007,61.26145751253368,28938.5,735.7960240840912,56.017853990113,3.537054201977402,0.4965337107763654,0.2256363697641858,0.9924946955474137,Edible
105.49562074829932,92.18480017006804,59.3407100340136,16.18979591836735,105.53244047619047,80.21704931972789,92.4126913265306,62.550437033756246,19637.0,1561.7585698366163,62.84057228272476,3.9722827247490935,0.4789042813657558,0.2312012703349532,0.9919264661279452,Edible
104.80688713592232,95.94875101132686,75.62239583333333,14.26734425566343,104.8086569579288,47.70307443365696,96.23290857605178,69.63660522434486,23688.0,629.4112492799759,44.96059451219512,3.02822662601626,0.5355059721737357,0.2704224199722338,0.9953433401598584,Edible
105.76847239518472,94.19472810294728,72.44707347447074,14.425487754254878,105.7691780821918,58.77534246575343,95.15435865504358,61.22047903633899,31362.5,809.8792843818665,40.12641784820685,3.0963928273561305,0.4755345443316271,0.2216840974622561,0.9946118717722608,Edible
